mmsi,num_names,names,sov,flag,flag_type,num_loas,loa,max_loa,num_types,type
219182000,1,Nordic Copenhagen,N,Denmark ,Foreign,1,126.0,126.0,1,Tanker
219185000,1,Karina Danica,N,Denmark ,Foreign,1,69.0,69.0,1,Cargo
219191000,1,Danica Violet,N,Denmark ,Foreign,1,66.0,66.0,1,Cargo
219193000,1,Nordic Helsinki,N,Denmark ,Foreign,1,128.0,128.0,1,Tanker
219194000,1,Nord Neptune,N,Denmark ,Foreign,1,225.0,225.0,1,Cargo
219196000,1,Baltimore,N,Denmark ,Foreign,1,294.0,294.0,1,Cargo
219204000,1,Bentonville,N,Denmark ,Foreign,1,294.0,294.0,1,Cargo
219205000,1,Danica Brown,N,Denmark ,Foreign,2,61.0/66.0,66.0,1,Cargo
219207000,1,Danica Rainbow,N,Denmark ,Foreign,1,66.0,66.0,1,Cargo
219209000,1,Danica Sunrise,N,Denmark ,Foreign,1,60.0,60.0,1,Cargo
219212000,1,Ocean Bird,N,Denmark ,Foreign,1,94.0,94.0,1,Cargo
219213000,1,Peruvian Reefer,N,Denmark ,Foreign,1,140.0,140.0,1,Cargo
219243000,2,Camilla Maersk/M/t Bro Premium,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
219273000,1,Freja Maersk,N,Denmark ,Foreign,1,176.0,176.0,1,Tanker
219279000,1,Majestic Maersk,N,Denmark ,Foreign,1,294.0,294.0,1,Cargo
219280000,1,Marie Maersk,N,Denmark ,Foreign,1,294.0,294.0,1,Cargo
219281000,1,Magleby Maersk,N,Denmark ,Foreign,1,294.0,294.0,1,Cargo
219284000,1,Frida Maersk,N,Denmark ,Foreign,1,177.0,177.0,1,Tanker
219289000,1,Nord Guardian,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
219290000,1,Nord Gainer,N,Denmark ,Foreign,1,187.0,187.0,1,Tanker
219291000,1,Nord Hummock,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
219301000,1,Danalith,N,Denmark ,Foreign,1,72.0,72.0,1,Cargo
219363000,1,Hanne Danica,N,Denmark ,Foreign,1,72.0,72.0,1,Cargo
219370000,1,Thorfalcon,N,Denmark ,Foreign,1,78.0,78.0,1,Cargo
219377000,1,Scandinavian Reefer,N,Denmark ,Foreign,1,141.0,141.0,1,Cargo
219414000,1,Freja Lupus,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
219497000,1,Danica Red,N,Denmark ,Foreign,1,65.0,65.0,1,Cargo
219498000,1,Danica Green,N,Denmark ,Foreign,1,61.0,61.0,1,Cargo
219500000,1,Danmark,N,Denmark ,Foreign,1,77.0,77.0,1,Sailing
219522000,1,Thetis,Y,Denmark ,Foreign,1,120.0,120.0,1,MilOps
219537000,1,Sine Maersk,N,Denmark ,Foreign,1,347.0,347.0,1,Cargo
219544000,1,Marianne Danica,N,Denmark ,Foreign,1,71.0,71.0,1,Cargo
219574000,1,Puma,N,Denmark ,Foreign,1,73.0,73.0,1,Cargo
219585000,1,Lynx,N,Denmark ,Foreign,1,74.0,74.0,1,Cargo
219691000,1,Dirch Maersk,N,Denmark ,Foreign,1,292.0,292.0,1,Cargo
219821000,1,Skagen Maersk,N,Denmark ,Foreign,1,347.0,347.0,1,Cargo
219851000,1,Cornelius Maersk,N,Denmark ,Foreign,1,347.0,347.0,1,Cargo
219887000,1,Torm Gunhild,N,Denmark ,Foreign,2,180.0/182.0,182.0,1,Tanker
219902000,1,Caroline Maersk,N,Denmark ,Foreign,1,347.0,347.0,1,Cargo
219967000,1,Richard Maersk,N,Denmark ,Foreign,1,171.0,171.0,1,Tanker
220000001,1,Mary L Mcallister,N,Denmark ,Foreign,1,33.0,33.0,1,Tug
220008000,1,Josephine Maersk,N,Denmark ,Foreign,1,216.0,216.0,1,Cargo
220112000,1,Torm Mary,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220123000,1,Torm Vita,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220125000,1,Hanne Theresa,N,Denmark ,Foreign,1,92.0,92.0,1,Tanker
220162000,1,Torm Gerd,N,Denmark ,Foreign,2,183.0/185.0,185.0,1,Tanker
220163000,2,220163000/Torm Gertrud,N,Denmark ,Foreign,2,1.0/183.0,183.0,2,Tanker/Unknown
220164000,1,Clementine Maersk,N,Denmark ,Foreign,1,347.0,347.0,1,Cargo
220178000,1,Torm Thyra,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220179000,2,Mt Torm Freya/Torm Freya,N,Denmark ,Foreign,3,0.0/183.0/185.0,185.0,1,Tanker
220187000,1,=axel Maersk=,N,Denmark ,Foreign,1,352.0,352.0,1,Cargo
220191000,2,Esbern Snare/Nato Warship L17,Y,Denmark ,Foreign,1,137.0,137.0,1,MilOps
220198000,1,Olga Maersk,N,Denmark ,Foreign,1,237.0,237.0,1,Cargo
220199000,1,Anna Maersk,N,Denmark ,Foreign,1,352.0,352.0,1,Cargo
220201000,1,Great Swan,N,Denmark ,Foreign,1,170.0,170.0,1,Tanker
220206000,1,Arnold Maersk,N,Denmark ,Foreign,1,352.0,352.0,2,Cargo/Other
220207000,1,Oluf Maersk,N,Denmark ,Foreign,2,234.0/236.0,236.0,1,Cargo
220209000,1,Romoe Maersk,N,Denmark ,Foreign,1,171.0,171.0,1,Tanker
220221000,1,Arthur Maersk,N,Denmark ,Foreign,1,352.0,352.0,1,Cargo
220244000,1,Torm Anna,N,Denmark ,Foreign,2,180.0/228.0,228.0,1,Tanker
220245000,1,Adrian Maersk,N,Denmark ,Foreign,1,352.0,352.0,1,Cargo
220263000,1,Albert Maersk,N,Denmark ,Foreign,1,353.0,353.0,1,Cargo
220288000,1,Rosa Maersk,N,Denmark ,Foreign,1,172.0,172.0,1,Tanker
220289000,1,Roy Maersk,N,Denmark ,Foreign,2,170.0/172.0,172.0,1,Tanker
220301000,1,Freja Atlantic,N,Denmark ,Foreign,2,182.0/282.0,282.0,1,Tanker
220373000,1,Torm Helvig,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220396000,1,Torm Caroline,N,Denmark ,Foreign,2,177.0/239.0,239.0,1,Tanker
220404000,1,Nordkap,N,Denmark ,Foreign,1,225.0,225.0,1,Cargo
220406000,1,Torm Clara,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220407000,1,Torm Carina,N,Denmark ,Foreign,2,182.0/183.0,183.0,1,Tanker
220425000,1,Nord Princess,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220448000,1,Nord Mermaid,N,Denmark ,Foreign,2,182.0/183.0,183.0,1,Tanker
220455000,1,Torm Margrethe,N,Denmark ,Foreign,1,242.0,242.0,1,Tanker
220456000,1,Brigit Maersk,N,Denmark ,Foreign,1,175.0,175.0,1,Tanker
220465000,1,Nordpol,N,Denmark ,Foreign,1,225.0,225.0,1,Cargo
220473000,1,Nord Thumbelina,N,Denmark ,Foreign,2,182.0/183.0,183.0,1,Tanker
220480000,1,Britta Maersk,N,Denmark ,Foreign,1,175.0,175.0,1,Tanker
220484000,1,Gotland Carolina,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220513000,1,Nord Bell,N,Denmark ,Foreign,1,182.0,182.0,1,Tanker
220517000,1,Gotland Sofia,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220518000,1,Torm Emilie,N,Denmark ,Foreign,1,228.0,228.0,1,Tanker
220521000,1,Torm Cecilie,N,Denmark ,Foreign,2,183.0/283.0,283.0,1,Tanker
220528000,1,Thor Ingeborg,N,Denmark ,Foreign,1,101.0,101.0,1,Cargo
220529000,1,Karen Maersk,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220530000,1,Kirsten Maersk,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220531000,1,Kate Maersk,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220537000,2,Dan Eagle/Freja Pacific,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220552000,1,Torm Loire,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220555000,1,Torm Thames,N,Denmark ,Foreign,1,184.0,184.0,1,Tanker
220556000,1,Torm Tevere,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220557000,1,Torm Rosetta,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220559000,1,Torm  Rhone,N,Denmark ,Foreign,1,182.0,182.0,1,Tanker
220560000,1,Torm Republican,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220561000,1,Torm Platte,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220562000,1,Torm Ohio,N,Denmark ,Foreign,1,181.0,181.0,1,Tanker
220563000,1,Torm Moselle,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220564000,1,Torm Madison,N,Denmark ,Foreign,2,182.0/183.0,183.0,1,Tanker
220566000,1,Torm Horizon,N,Denmark ,Foreign,1,183.0,183.0,2,Other/Tanker
220568000,1,Torm Fox,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220573000,1,Thor Gitta,N,Denmark ,Foreign,1,101.0,101.0,1,Cargo
220575000,1,Nord Nightingale,N,Denmark ,Foreign,1,182.0,182.0,1,Tanker
220603000,1,Torm Laura,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220605000,1,Gotland Marieann,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220606000,1,Gotland Aliya,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220618000,1,Nord Snow Queen,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220620000,1,Torm Lene,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220625000,1,Charlotte Theresa,N,Denmark ,Foreign,2,129.0/130.0,130.0,1,Tanker
220634000,1,Torm Lilly,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220635000,1,Torm Lotte,N,Denmark ,Foreign,1,183.0,183.0,1,Tanker
220636000,1,Maersk Magellan,N,Denmark ,Foreign,1,286.0,286.0,1,Tanker
220637000,1,Caroline Theresa,N,Denmark ,Foreign,1,101.0,101.0,1,Tanker
220638000,1,Torm Gyda,N,Denmark ,Foreign,1,184.0,184.0,1,Tanker
220640000,1,Torm Ingeborg,N,Denmark ,Foreign,1,244.0,244.0,1,Tanker
220641000,1,Torm Kristina,N,Denmark ,Foreign,1,244.0,244.0,1,Tanker
220648000,1,Karina Theresa,N,Denmark ,Foreign,1,105.0,105.0,1,Tanker
222222222,1,Yyyy,N,Unknown,Unknown,1,111.0,111.0,1,Reserved
224606000,1,Bilbao Knutsen,N,Spain ,Foreign,1,284.0,284.0,1,Other
224941000,1,Catalunya Spirit,N,Spain ,Foreign,1,284.0,284.0,1,Tanker
225372000,1,Sestao Knutsen,N,Spain ,Foreign,1,284.0,284.0,1,Tanker
226070000,1,Tara,N,France ,Foreign,1,36.0,36.0,1,Sailing
226291000,1,Rene Descartes,N,France ,Foreign,1,144.0,144.0,1,Cargo
226314000,1,Maersk Elizabeth,N,France ,Foreign,1,184.0,184.0,1,Tanker
226316000,2,Bro Elliot/Maersk Elliot,N,France ,Foreign,2,184.0/186.0,186.0,1,Tanker
226317000,1,Maersk Etienne,N,France ,Foreign,1,186.0,186.0,1,Tanker
226327000,1,Cma Cgm Rossini,N,France ,Foreign,1,277.0,277.0,1,Cargo
226331000,1,Bw Nice,N,France ,Foreign,1,205.0,205.0,1,Tanker
227077000,1,Maersk    Clarissa,N,France ,Foreign,2,180.0/280.0,280.0,1,Tanker
227081890,1,Med Spirit,N,France ,Foreign,1,28.0,28.0,1,Sailing
227094000,1,Bro_catherine,N,France ,Foreign,1,180.0,180.0,1,Tanker
227095000,2,Bro Cecile/Maersk Caitlin,N,France ,Foreign,1,180.0,180.0,1,Tanker
227159160,1,Gitana Xv,N,France ,Foreign,1,23.0,23.0,1,Pleasure
227178470,1,Spindrift,N,France ,Foreign,1,21.0,21.0,1,Sailing
227275000,1,Maersk Claire,N,France ,Foreign,1,180.0,180.0,1,Tanker
227536950,1,Rara Avis,N,France ,Foreign,1,29.0,29.0,1,Sailing
227704000,1,Bel Espoir,N,France ,Foreign,1,28.0,28.0,1,Unknown
228015900,1,Foncia,N,France ,Foreign,1,21.0,21.0,1,Sailing
228251700,1,Groupama3,N,France ,Foreign,1,31.0,31.0,1,Sailing
228279800,1,Sodebo2,N,France ,Foreign,1,32.0,32.0,1,Sailing
228298800,1,Maxi Trimaran Bp5,N,France ,Foreign,1,40.0,40.0,1,Sailing
228313800,1,Cma  Cgm  Figaro,N,France ,Foreign,1,334.0,334.0,1,Cargo
228317600,1,Laperouse,N,France ,Foreign,1,154.0,154.0,1,Tanker
228335900,1,Cma Cgm Tosca,N,France ,Foreign,1,334.0,334.0,1,Cargo
228337900,1,Cma Cgm Dalila,N,France ,Foreign,1,334.0,334.0,1,Cargo
228700000,2,French Ship Mistral/Fs Mistral,N,France ,Foreign,2,91.0/200.0,200.0,1,Reserved
228712000,1,Jeanne D.arc,Y,France ,Foreign,1,180.0,180.0,1,MilOps
229014000,1,Mehmet Aksoy,N,Unknown,Unknown,1,229.0,229.0,1,Cargo
229057000,1,Ariana,N,Unknown,Unknown,1,225.0,225.0,1,Cargo
229148000,1,Elvia,N,Unknown,Unknown,1,230.0,230.0,1,Cargo
229272000,1,Hs Tosca,N,Unknown,Unknown,1,249.0,249.0,1,Tanker
230319000,1,Fns Pohjanmaa 01,Y,Finland ,Foreign,1,78.0,78.0,1,MilOps
230951000,1,Purha,N,Finland ,Foreign,1,169.0,169.0,1,Tanker
230965000,1,Neste,N,Finland ,Foreign,1,170.0,170.0,1,Tanker
230988000,1,Stena Poseidon,N,Finland ,Foreign,1,228.0,228.0,1,Tanker
230989000,1,Palva,N,Finland ,Foreign,2,228.0/229.0,229.0,1,Tanker
231701000,1,Furevik,N,Faroe Islands ,Foreign,5,100.0/184.0/186.0/612.0/698.0,698.0,1,Tanker
232002833,1,British Warship,Y,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,152.0,152.0,1,MilOps
232007940,1,Jolie Brise,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,30.0,30.0,1,Sailing
232032000,1,British   Security,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,183.0,183.0,1,Tanker
232046000,1,Bro Edgar,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,184.0,184.0,1,Tanker
232055000,1,Nordwind,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,26.0,26.0,1,Sailing
232089000,1,Queen Elizabeth,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,294.0,294.0,1,Passenger
232096000,1,British   Unity,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,183.0,183.0,1,Tanker
232119000,1,Attilio Ievoli,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,116.0,116.0,1,Tanker
232120000,1,Sevilla Carrier,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,134.0,134.0,1,Cargo
232134000,1,Antwerp Max,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,225.0,225.0,1,Cargo
232156000,1,British Robin,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,252.0,252.0,1,Tanker
232160000,1,British Kestrel,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,251.0,251.0,1,Tanker
232170000,1,Miden Max,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,2,224.0/225.0,225.0,1,Cargo
232207000,1,Pacific Guardian,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,115.0,115.0,1,Cargo
232223000,1,Luskentyre,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,22.0,22.0,1,Pleasure
232240000,1,Toledo,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,199.0,199.0,2,Cargo/Other
232247000,1,Akula,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,59.0,59.0,1,Pleasure
232248000,1,Torrens,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,200.0,200.0,1,Cargo
232258000,1,Green Toledo,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,120.0,120.0,1,Cargo
232270000,1,Oceanic Pintail,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,104.0,104.0,1,Cargo
232280000,1,Hamburg Max,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,225.0,225.0,1,Cargo
232304000,1,Ievoli Splendor,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,166.0,166.0,1,Tanker
232340000,1,Oliphant,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,175.0,175.0,1,Tanker
232366000,1,British Integrity,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,183.0,183.0,1,Tanker
232445000,1,British Harmony,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,2,183.0/283.0,283.0,1,Tanker
232448000,1,British Courtesy,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,2,183.0/184.0,184.0,1,Tanker
232449000,1,British Tranquillity,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,183.0,183.0,1,Tanker
232450000,1,British Serenity,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,3,183.0/218.0/283.0,283.0,1,Tanker
232477000,2,Maersk Montreal/Montreal,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,2,292.0/293.0,293.0,1,Cargo
232483000,1,Maersk Madrid,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,292.0,292.0,1,Cargo
232533000,1,Saga Ruby,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,2,133.0/190.0,190.0,1,Passenger
232653000,1,Rfa Largs Bay,Y,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,177.0,177.0,1,MilOps
232664000,1,Toronto,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,199.0,199.0,1,Cargo
232706000,1,Wappen Von Frankfurt,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,117.0,117.0,1,Tanker
232714000,1,Rona Ii,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,21.0,21.0,1,Pleasure
232747000,1,Perseus,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,50.0,50.0,1,Sailing
232752000,1,Good Hope Max,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,225.0,225.0,1,Cargo
232757000,1,Elise Schulte,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,241.0,241.0,1,Tanker
232766000,1,Ual Antwer P,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,145.0,145.0,1,Cargo
232834000,1,Glasgow Maersk,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,292.0,292.0,1,Cargo
232852000,1,Sy Sojana,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,34.0,34.0,1,Sailing
232872000,1,Topeka,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,199.0,199.0,1,Cargo
232945000,1,Saga Andorinha,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,199.0,199.0,1,Cargo
232963000,1,Clymene,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,225.0,225.0,1,Cargo
232971000,1,Tombarra,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,199.0,199.0,1,Cargo
232977000,1,Sally Ann C,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,136.0,136.0,1,Cargo
233042000,2,Jervis Bay/Msc Almeria,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,292.0,292.0,1,Cargo
233063000,1,Fort Rosalie,Y,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,185.0,185.0,1,MilOps
233088000,1,Msc Dalton,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,293.0,293.0,1,Cargo
233203000,1,Msc Dartford,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,2,0.0/292.0,292.0,1,Cargo
233303000,1,Rfa Argus,Y,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,175.0,175.0,1,MilOps
233456000,2,Maersk Dauphin/Msc Malaysia,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,2,292.0/298.0,298.0,1,Cargo
233492000,2,Maersk Delano/Msc Salerno,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,292.0,292.0,1,Cargo
233641000,1,Bet Scouter,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,296.0,296.0,1,Cargo
233731000,1,Michaela Rose,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,49.0,49.0,1,Pleasure
233802000,1,Bbc-konan,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,126.0,126.0,1,Cargo
233810000,1,Bbc Kusan,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,2,127.0/128.0,128.0,2,Cargo/Unknown
233822000,1,Iron King,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,280.0,280.0,1,Cargo
233956000,1,Gosport Maersk,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,292.0,292.0,1,Cargo
234065000,1,Force Ranger,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,190.0,190.0,1,Cargo
234172000,1,Scan Hansa,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,126.0,126.0,1,Cargo
234180000,1,Energy Ranger,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,190.0,190.0,1,Cargo
234355000,1,Greenwich Maersk,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,292.0,292.0,1,Cargo
234429000,1,Velsheda,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,39.0,39.0,1,Sailing
234586000,1,Dauntless,Y,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,152.0,152.0,1,MilOps
234628000,1,Hms Quorn,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,61.0,61.0,1,Unknown
234639000,2,British Warship/Coalition Warship,Y,United Kingdom of Great Britain and Northern Ireland ,Foreign,2,133.0/134.0,134.0,1,MilOps
234947000,1,Dardanella,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,37.0,37.0,1,Pleasure
235000206,2,235000206/Cruinneag Iii,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,20.0,20.0,1,Sailing
235003490,1,Billy Budd,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,2,33.0/35.0,35.0,2,Pleasure/Sailing
235003920,1,New Orleans Express,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,240.0,240.0,1,Cargo
235003970,1,Cape Eagle,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,280.0,280.0,1,Cargo
235004249,2,M/y Rebecca/Rebecca,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,2,38.0/46.0,46.0,1,Pleasure
235004850,1,Msc Catania,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,2,299.0/300.0,300.0,1,Cargo
235005020,1,Msc Messina,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,300.0,300.0,1,Cargo
235005690,1,Cape Osprey,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,280.0,280.0,1,Cargo
235005850,1,Sunniva,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,112.0,112.0,1,Tanker
235006092,1,Schooner Gloria,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,39.0,39.0,1,Other
235006130,1,Msc Venezuela,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,2,293.0/294.0,294.0,1,Cargo
235006250,1,Mark C,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,2,159.0/160.0,160.0,1,Cargo
235006290,2,Darwin/Msc Darwin,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,2,293.0/294.0,294.0,1,Cargo
235006350,1,Jannie C,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,138.0,138.0,1,Cargo
235006360,1,Geja C,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,142.0,142.0,1,Cargo
235006430,1,Green Austevoll,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,109.0,109.0,1,Cargo
235006450,1,Cv4 Cork Clipper,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,20.0,20.0,1,Sailing
235006790,1,Asian Beauty,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,184.0,184.0,1,Cargo
235006900,1,Glorius,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,289.0,289.0,1,Cargo
235006990,1,Olympius,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,289.0,289.0,1,Cargo
235007040,1,Bruce Park,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,132.0,132.0,1,Tanker
235007140,1,Mirabella V,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,75.0,75.0,1,Sailing
235007200,1,Rv Song Of The Whale,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,22.0,22.0,1,Sailing
235007330,1,Energy Pride,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,183.0,183.0,1,Tanker
235007450,1,Energy Conqueror,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,2,25.0/228.0,228.0,1,Tanker
235007480,1,Victorius,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,289.0,289.0,1,Cargo
235007500,1,Zim Shenzhen,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,294.0,294.0,1,Cargo
235007540,2,Energy Protector/M/v Energy Protector,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,182.0,182.0,1,Tanker
235007670,1,Zim Pusan,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,294.0,294.0,1,Cargo
235007790,1,Asian Glory,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,184.0,184.0,1,Cargo
235008050,1,Energy Pioneer,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,2,150.0/183.0,183.0,1,Tanker
235008090,1,Bet Commander,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,270.0,270.0,1,Cargo
235008150,1,Diamondpark,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,111.0,111.0,1,Tanker
235008240,1,Energy Power,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,183.0,183.0,1,Tanker
235008310,1,Jade C,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,145.0,145.0,1,Cargo
235008390,1,Ghent Max,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,224.0,224.0,1,Cargo
235008420,1,Elbe Max,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,225.0,225.0,1,Cargo
235008650,1,Energy Sprinter,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,274.0,274.0,1,Tanker
235008900,1,Ual America,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,146.0,146.0,1,Cargo
235008950,1,Energy Skier,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,274.0,274.0,1,Tanker
235009350,2,Cv8 De Lage Landen/Cv8 Hull & Humber,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,20.0,20.0,1,Sailing
235009370,2,Cv7/Cv7 Singapore,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,20.0,20.0,1,Sailing
235009400,1,Energy Challenger,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,2,225.0/230.0,230.0,1,Tanker
235009410,1,Energy Chancellor,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,2,191.0/228.0,228.0,1,Tanker
235009420,1,Energy Champion,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,228.0,228.0,1,Tanker
235009770,2,Cv9 Qingdao/Cv9 Spirit Australia,N,United Kingdom of Great Britain and Northern Ireland ,Foreign,1,20.0,20.0,1,Sailing
